Small Unit Installation Postcode,Apr 2001 - SGU Rated Output In kW,May 2001 - SGU Rated Output In kW,Jun 2001 - SGU Rated Output In kW,Jul 2001 - SGU Rated Output In kW,Aug 2001 - SGU Rated Output In kW,Sep 2001 - SGU Rated Output In kW,Oct 2001 - SGU Rated Output In kW,Nov 2001 - SGU Rated Output In kW,Dec 2001 - SGU Rated Output In kW,Jan 2002 - SGU Rated Output In kW,Feb 2002 - SGU Rated Output In kW,Mar 2002 - SGU Rated Output In kW,Apr 2002 - SGU Rated Output In kW,May 2002 - SGU Rated Output In kW,Jun 2002 - SGU Rated Output In kW,Jul 2002 - SGU Rated Output In kW,Aug 2002 - SGU Rated Output In kW,Sep 2002 - SGU Rated Output In kW,Oct 2002 - SGU Rated Output In kW,Nov 2002 - SGU Rated Output In kW,Dec 2002 - SGU Rated Output In kW,Jan 2003 - SGU Rated Output In kW,Feb 2003 - SGU Rated Output In kW,Mar 2003 - SGU Rated Output In kW,Apr 2003 - SGU Rated Output In kW,May 2003 - SGU Rated Output In kW,Jun 2003 - SGU Rated Output In kW,Jul 2003 - SGU Rated Output In kW,Aug 2003 - SGU Rated Output In kW,Sep 2003 - SGU Rated Output In kW,Oct 2003 - SGU Rated Output In kW,Nov 2003 - SGU Rated Output In kW,Dec 2003 - SGU Rated Output In kW,Jan 2004 - SGU Rated Output In kW,Feb 2004 - SGU Rated Output In kW,Mar 2004 - SGU Rated Output In kW,Apr 2004 - SGU Rated Output In kW,May 2004 - SGU Rated Output In kW,Jun 2004 - SGU Rated Output In kW,Jul 2004 - SGU Rated Output In kW,Aug 2004 - SGU Rated Output In kW,Sep 2004 - SGU Rated Output In kW,Oct 2004 - SGU Rated Output In kW,Nov 2004 - SGU Rated Output In kW,Dec 2004 - SGU Rated Output In kW,Jan 2005 - SGU Rated Output In kW,Feb 2005 - SGU Rated Output In kW,Mar 2005 - SGU Rated Output In kW,Apr 2005 - SGU Rated Output In kW,May 2005 - SGU Rated Output In kW,Jun 2005 - SGU Rated Output In kW,Jul 2005 - SGU Rated Output In kW,Aug 2005 - SGU Rated Output In kW,Sep 2005 - SGU Rated Output In kW,Oct 2005 - SGU Rated Output In kW,Nov 2005 - SGU Rated Output In kW,Dec 2005 - SGU Rated Output In kW,Jan 2006 - SGU Rated Output In kW,Feb 2006 - SGU Rated Output In kW,Mar 2006 - SGU Rated Output In kW,Apr 2006 - SGU Rated Output In kW,May 2006 - SGU Rated Output In kW,Jun 2006 - SGU Rated Output In kW,Jul 2006 - SGU Rated Output In kW,Aug 2006 - SGU Rated Output In kW,Sep 2006 - SGU Rated Output In kW,Oct 2006 - SGU Rated Output In kW,Nov 2006 - SGU Rated Output In kW,Dec 2006 - SGU Rated Output In kW,Jan 2007 - SGU Rated Output In kW,Feb 2007 - SGU Rated Output In kW,Mar 2007 - SGU Rated Output In kW,Apr 2007 - SGU Rated Output In kW,May 2007 - SGU Rated Output In kW,Jun 2007 - SGU Rated Output In kW,Jul 2007 - SGU Rated Output In kW,Aug 2007 - SGU Rated Output In kW,Sep 2007 - SGU Rated Output In kW,Oct 2007 - SGU Rated Output In kW,Nov 2007 - SGU Rated Output In kW,Dec 2007 - SGU Rated Output In kW,Jan 2008 - SGU Rated Output In kW,Feb 2008 - SGU Rated Output In kW,Mar 2008 - SGU Rated Output In kW,Apr 2008 - SGU Rated Output In kW,May 2008 - SGU Rated Output In kW,Jun 2008 - SGU Rated Output In kW,Jul 2008 - SGU Rated Output In kW,Aug 2008 - SGU Rated Output In kW,Sep 2008 - SGU Rated Output In kW,Oct 2008 - SGU Rated Output In kW,Nov 2008 - SGU Rated Output In kW,Dec 2008 - SGU Rated Output In kW,Jan 2009 - SGU Rated Output In kW,Feb 2009 - SGU Rated Output In kW,Mar 2009 - SGU Rated Output In kW,Apr 2009 - SGU Rated Output In kW,May 2009 - SGU Rated Output In kW,Jun 2009 - SGU Rated Output In kW,Jul 2009 - SGU Rated Output In kW,Aug 2009 - SGU Rated Output In kW,Sep 2009 - SGU Rated Output In kW,Oct 2009 - SGU Rated Output In kW,Nov 2009 - SGU Rated Output In kW,Dec 2009 - SGU Rated Output In kW,Jan 2010 - SGU Rated Output In kW,Feb 2010 - SGU Rated Output In kW,Mar 2010 - SGU Rated Output In kW,Apr 2010 - SGU Rated Output In kW,May 2010 - SGU Rated Output In kW,Jun 2010 - SGU Rated Output In kW,Jul 2010 - SGU Rated Output In kW,Aug 2010 - SGU Rated Output In kW,Sep 2010 - SGU Rated Output In kW,Oct 2010 - SGU Rated Output In kW,Nov 2010 - SGU Rated Output In kW,Dec 2010 - SGU Rated Output In kW
2148,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.360,0.000,0.000,7.290,3.630,99.365,3.000,2.970,3.530,6.520,0.990,1.992,3.530,1.980,4.140,4.104,4.215,3.060,5.790,12.255,10.600,10.790,13.480,13.175,8.350,18.595,26.540,26.980,5.700,18.450,34.790,56.980,50.870,118.035,121.400,87.990,142.704,154.030,109.653,146.995,86.304
2150,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.260,0.000,1.020,3.075,0.000,1.020,1.020,1.620,0.000,1.020,0.000,3.240,5.800,19.250,1.500,26.920,19.520,13.440,1.520
2151,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.990,0.000,0.000,0.000,0.000,1.980,0.990,0.000,0.000,3.900,0.000,0.000,2.460,0.000,2.010,0.990,7.620,5.550,4.040,1.570,5.440,11.310,12.530,24.280,8.990,37.740,28.700,29.674,51.360,42.440,53.820,36.560
2152,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.100,0.000,0.000,0.000,0.990,0.000,1.050,0.000,1.200,0.000,1.015,3.480,0.000,0.000,0.000,3.530,4.490,4.030,0.000,1.075,5.155,4.730,4.420,10.910,19.220,25.055,17.070,18.010,26.075,24.810,13.564
2153,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.485,1.992,2.040,3.150,3.555,3.060,1.050,1.050,0.000,6.480,4.050,2.450,4.020,2.100,2.100,3.130,5.280,10.260,10.170,28.000,14.960,12.240,23.170,13.400,9.780,13.880,52.260,51.980,98.336,119.840,140.658,235.250,226.464,197.393,273.245,111.244
2154,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.950,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.100,1.050,0.000,2.050,3.090,0.000,0.000,0.000,0.990,2.982,2.970,8.220,4.710,9.162,7.450,4.140,6.060,15.690,8.790,23.720,10.650,13.020,24.360,9.665,46.750,35.840,66.260,94.750,93.765,109.459,119.385,178.192,170.070,117.821
2155,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.050,0.000,0.990,1.050,1.550,2.940,0.990,0.000,1.980,0.000,4.014,0.000,4.020,8.295,6.519,6.060,11.050,12.660,7.740,12.860,12.600,23.740,17.495,11.185,45.270,21.340,59.770,95.860,129.489,151.135,261.276,249.669,268.275,185.020
2156,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.455,0.000,1.860,0.000,0.000,0.000,2.190,5.725,0.000,0.000,0.000,0.000,0.000,1.020,2.640,0.990,0.000,0.000,0.000,12.840,2.000,0.000,2.720,4.590,46.980,0.000,2.600,9.050,22.650,12.610,23.790,17.480,75.150,43.480,48.500,81.449,68.288,54.170,78.660,51.450
2157,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.650,0.000,0.000,0.000,0.000,0.600,0.000,1.920,0.000,1.020,0.000,0.000,0.000,0.000,1.400,0.000,0.000,0.000,0.000,1.050,0.000,1.360,1.050,2.070,0.000,0.000,9.420,2.040,0.000,3.030,1.050,1.530,0.000,5.100,2.455,3.740,0.000,17.550,8.130,4.440,15.960,4.300,5.830,3.203,14.270,18.070,33.220
2158,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.070,3.150,0.000,0.990,2.540,7.820,0.000,0.000,0.000,0.000,2.030,1.020,5.570,0.000,3.060,1.490,3.570,2.040,2.100,5.250,3.650,3.530,15.655,32.340,34.475,31.060,13.290,31.740,43.700
2159,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.040,0.000,0.000,4.890,1.020,1.050,0.000,0.000,4.950,0.000,0.000,0.000,0.000,1.260,0.000,4.080,2.040,0.000,1.020,6.580,3.060,0.000,0.000,4.930,5.440,5.185,4.560,6.120,11.520,6.135,5.880,18.220,12.480,13.060,7.940,15.854,19.550,17.940,12.430
2160,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.485,2.010,2.125,5.940,0.990,2.070,0.000,0.000,0.000,1.050,0.000,0.000,0.000,1.360,8.970,2.550,9.040,4.104,7.850,4.480,17.870,13.870,21.300,12.630,23.335,12.450,41.960,36.205,18.900,61.665,47.720
2161,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.990,0.000,0.000,0.000,0.000,0.990,0.000,0.000,0.000,1.980,3.400,1.050,1.020,6.030,7.110,4.080,4.650,6.100,4.140,0.000,1.490,9.220,2.880,14.210,8.560,16.940,27.400,15.584,48.575,48.530,17.525
2162,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.990,0.000,0.000,0.000,0.000,1.050,0.000,0.000,0.000,1.020,1.960,3.040,2.010,6.690,1.050,0.000,1.020,1.020,10.560,12.520,4.140,9.125,22.070,23.770,24.590,15.285,24.840,23.720,15.825
2163,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.990,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.040,2.550,2.040,2.070,1.500,1.050,1.020,7.440,2.520,3.900,14.880,4.530,9.500,14.195,8.120,7.660,5.675
2164,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.040,0.990,0.000,0.000,3.030,0.000,0.960,1.050,0.990,1.080,0.990,1.950,2.350,6.070,2.010,2.550,3.030,5.730,0.990,10.800,4.580,10.210,5.040,16.930,33.400,16.305,16.120,48.664,44.895,56.770,28.800
2165,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.480,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.970,0.000,0.000,0.000,0.000,0.000,1.050,0.000,0.000,0.000,2.505,0.000,0.990,5.165,0.000,2.180,1.020,3.000,4.240,3.530,4.550,11.620,11.655,5.520,4.020,4.585,6.210,35.820,24.605,17.820,32.530,50.360,41.190,67.745,62.010,108.905,63.772
2166,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.990,0.000,0.000,0.000,1.002,3.420,0.000,0.000,0.000,0.990,2.010,2.460,5.020,1.000,4.110,5.040,10.710,5.970,0.000,4.930,3.620,13.575,27.630,24.610,44.540,76.720,103.709,95.255,89.314,140.950,96.733
2167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.990,0.000,0.000,0.000,0.000,0.990,1.020,0.000,3.500,4.010,1.670,0.000,5.080,1.530,1.520,7.700,2.595,8.570,7.570,24.260,28.220,27.885,20.910,36.395,10.910
2168,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.500,0.000,0.990,0.000,0.000,2.040,0.000,0.000,1.025,0.990,1.980,3.465,1.990,6.630,4.025,4.080,9.160,5.860,9.750,13.590,1.530,12.420,17.880,35.010,28.990,24.940,52.714,67.570,70.630,106.453,143.745,45.604
2170,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.880,0.000,2.760,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.240,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.960,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.960,0.990,4.130,0.000,0.000,4.200,0.000,6.022,2.090,5.010,6.120,2.040,6.030,6.925,10.555,25.530,18.750,42.100,25.100,7.990,13.620,23.808,79.232,104.030,76.645,95.200,114.970,164.229,200.406,214.402,255.799,154.076
2171,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.980,0.000,1.020,2.475,0.990,1.020,3.045,1.025,0.000,0.000,1.050,3.060,2.040,1.020,1.020,6.030,17.650,1.440,1.530,7.620,3.990,15.130,22.310,14.930,38.180,66.220,62.895,65.165,55.320,40.740
2172,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.485,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.060,0.000,0.000,0.000,0.000,0.000,2.930,0.000,4.480,4.740,5.740,3.080,4.640,0.000,8.300,10.584
2173,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.980,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.565,0.990,0.000,0.000,0.000,0.000,2.010,0.000,0.990,0.000,1.225,0.000,0.000,3.460,3.060,0.000,0.000,2.170,2.390,2.520,0.000,3.060,2.040,8.235,11.100,27.270,23.450,25.654,46.905,20.900,28.730,27.420,26.914
